vin,year,make,model,trim,body,transmission,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
wbawc735x8e065998,2008,BMW,3 Series,335xi,coupe,,pa,37.0,116827.0,black,black,worldwide auto wholesalers inc,10150.0,10700.0,Fri Jul 10 2015 06:00:00 GMT-0700 (PDT)
wbanw13548cz84570,2008,BMW,5 Series,535i,sedan,automatic,fl,39.0,91376.0,silver,black,audi pembroke pines,11050.0,12000.0,Fri Jun 19 2015 02:35:00 GMT-0700 (PDT)
wbavb77538nh78818,2008,BMW,3 Series,335i,sedan,,pa,29.0,55283.0,black,black,bmw of manhattan inc,13400.0,11100.0,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT)
wbxpc93458wj21613,2008,BMW,X3,3.0si,suv,,pa,39.0,33472.0,—,beige,r hollenshead auto sales inc,14850.0,16800.0,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT)
5uxfe43508l033342,2008,BMW,X5,3.0si,suv,,pa,48.0,51063.0,—,beige,r hollenshead auto sales inc,17900.0,19900.0,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT)
wbxpc93458wj03984,2008,BMW,X3,3.0si,suv,,pa,39.0,78221.0,blue,gray,manheim imports,11850.0,12500.0,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT)
wbanu53528ct19325,2008,BMW,5 Series,528i,sedan,automatic,fl,4.0,76369.0,blue,beige,the collection,12150.0,12700.0,Thu Jun 18 2015 02:15:00 GMT-0700 (PDT)
wbawl73518px52405,2008,BMW,3 Series,335i,convertible,automatic,tx,39.0,106347.0,gray,beige,gulf coast ford,13350.0,12000.0,Thu Jun 18 2015 03:30:00 GMT-0700 (PDT)
5uxfe43508l004357,2008,BMW,X5,3.0si,suv,automatic,nc,36.0,117681.0,black,tan,hendrick motors of charlotte,12850.0,12600.0,Wed Jun 17 2015 07:00:00 GMT-0700 (PDT)
5uxfe835x8lz47993,2008,BMW,X5,4.8i,suv,automatic,tx,35.0,61058.0,beige,brown,wichita falls ford lin inc,17400.0,15900.0,Wed Jun 17 2015 03:00:00 GMT-0700 (PDT)
wbxpc93448wj09596,2008,BMW,X3,3.0si,suv,,pa,27.0,93604.0,black,black,bard whls,10650.0,8600.0,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT)
wbahn835x8dt83439,2008,BMW,7 Series,750Li,sedan,automatic,pa,31.0,108704.0,silver,black,r hollenshead auto sales inc,12150.0,12000.0,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT)
wbanu53598c116139,2008,BMW,5 Series,528i,sedan,,pa,41.0,60385.0,blue,beige,richards motorcars inc,13500.0,13000.0,Fri Jun 19 2015 02:15:00 GMT-0700 (PDT)
5uxfe43508l036922,2008,BMW,X5,3.0si,suv,automatic,il,39.0,94288.0,white,brown,westmont m imports inc,14550.0,18200.0,Thu Jun 18 2015 03:00:00 GMT-0700 (PDT)
wbxpc93498wj03860,2008,BMW,X3,3.0si,suv,automatic,fl,43.0,77326.0,white,brown,firkins nissan,11800.0,11600.0,Thu Jun 18 2015 02:45:00 GMT-0700 (PDT)
wbawc73598e064227,2008,BMW,3 Series,335xi,coupe,automatic,ga,34.0,109653.0,gold,tan,cameron motor sports,11650.0,10200.0,Thu Jun 18 2015 02:30:00 GMT-0700 (PDT)
wbava33598p143587,2008,BMW,3 Series,328i,sedan,automatic,fl,44.0,71356.0,silver,tan,sullivan auto group llc,10450.0,11800.0,Thu Jun 18 2015 02:35:00 GMT-0700 (PDT)
wbaeb53528cx61138,2008,BMW,6 Series,650i,convertible,automatic,tx,38.0,73004.0,white,tan,vroom,22500.0,22800.0,Thu Jun 18 2015 04:00:00 GMT-0700 (PDT)
wbxpc93438wj04826,2008,BMW,X3,3.0si,suv,automatic,ga,35.0,89716.0,silver,black,cameron motor sports,10850.0,12000.0,Thu Jun 18 2015 02:30:00 GMT-0700 (PDT)
wbava37588nl52020,2008,BMW,3 Series,328i,sedan,automatic,nc,31.0,86658.0,white,tan,hendrick bmw northlake,9225.0,9600.0,Wed Jun 17 2015 07:00:00 GMT-0700 (PDT)
wbawb73598p040209,2008,BMW,3 Series,335i,coupe,automatic,ca,28.0,119183.0,gray,silver,millennium cars,9175.0,10000.0,Wed Jun 17 2015 05:15:00 GMT-0700 (PDT)
wbaul73588ve89321,2008,BMW,1 Series,128i,convertible,automatic,ga,28.0,96856.0,gray,gray,asbury automotive group,9400.0,9900.0,Thu Jun 18 2015 03:00:00 GMT-0700 (PDT)
wbavc53508fz85648,2008,BMW,3 Series,328i,sedan,automatic,ca,35.0,98865.0,charcoal,black,high bid trading co inc,8375.0,9500.0,Wed Jun 17 2015 05:15:00 GMT-0700 (PDT)
wbahn83588dt80748,2008,BMW,7 Series,750Li,sedan,automatic,az,19.0,137471.0,black,tan,chapman corporate wholesale,8550.0,8700.0,Thu Jun 18 2015 05:00:00 GMT-0700 (PDT)
wbava33508kx89131,2008,BMW,3 Series,328i,sedan,automatic,az,34.0,63999.0,silver,black,earnhardt,10950.0,10500.0,Thu Jun 18 2015 05:00:00 GMT-0700 (PDT)
wbaea53578cv90356,2008,BMW,6 Series,650i,coupe,,pa,4.0,119219.0,black,black,r hollenshead auto sales inc,16450.0,17100.0,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT)
wbanw13508cz81049,2008,BMW,5 Series,535i,sedan,automatic,ca,35.0,95733.0,blue,beige,high bid trading co inc,10550.0,7100.0,Wed Jun 17 2015 05:15:00 GMT-0700 (PDT)
wbanw135x8cz77705,2008,BMW,5 Series,535i,sedan,automatic,ca,34.0,105447.0,gray,gray,sterling bmw,9850.0,8750.0,Wed Jun 17 2015 05:15:00 GMT-0700 (PDT)
wbanv93548cz68886,2008,BMW,5 Series,535xi,sedan,automatic,tx,38.0,124685.0,white,tan,pm standley motorcars,8625.0,8400.0,Wed Jun 17 2015 03:20:00 GMT-0700 (PDT)
wbanv93558cz65205,2008,BMW,5 Series,535xi,sedan,automatic,wi,19.0,84229.0,black,black,knauz continental autos inc,12000.0,9000.0,Wed Jun 17 2015 03:00:00 GMT-0700 (PDT)
wbswl935x8p330253,2008,BMW,M3,Base,convertible,manual,wa,42.0,86786.0,blue,black,steve and sons auto sales llc,26000.0,27750.0,Wed Jun 17 2015 05:30:00 GMT-0700 (PDT)
wbxpc93438wj13235,2008,BMW,X3,3.0si,suv,automatic,fl,19.0,79163.0,silver,black,summer enterprises of miami inc,11900.0,11600.0,Tue Jun 16 2015 02:15:00 GMT-0700 (PDT)
wbawb73558p039039,2008,BMW,3 Series,335i,Coupe,automatic,ca,22.0,112268.0,silver,gray,high bid trading co inc,11050.0,10250.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
wbawr33528p150751,2008,BMW,3 Series,328i,convertible,automatic,mo,35.0,46703.0,white,tan,arizona auto sales inc,16750.0,14300.0,Tue Jun 16 2015 04:00:00 GMT-0700 (PDT)
wbaun93598vf55753,2008,BMW,1 Series,135i,convertible,automatic,fl,41.0,27061.0,blue,beige,braman motorcars of jupiter,17000.0,17200.0,Wed Jun 17 2015 17:00:00 GMT-0700 (PDT)
wbava33538k053865,2008,BMW,3 Series,328i,sedan,automatic,tx,41.0,84034.0,white,tan,hopper motorplex inc,9450.0,11500.0,Wed Jun 17 2015 03:15:00 GMT-0700 (PDT)
wbaeb53558cx63000,2008,BMW,6 Series,650i,convertible,automatic,ca,34.0,107732.0,gray,black,bmw of murrieta,15350.0,15000.0,Thu Jun 18 2015 05:30:00 GMT-0700 (PDT)
5uxfe435x8l002244,2008,BMW,X5,3.0si,SUV,automatic,ca,29.0,68037.0,gray,black,walters auto sales/service inc,16650.0,17500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
wbanw53578ct52038,2008,BMW,5 Series,550i,Sedan,automatic,ca,34.0,83376.0,black,black,financial services remarketing (lease),14300.0,14400.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
wbavc53588fz86739,2008,BMW,3 Series,328i,Sedan,automatic,ca,27.0,91100.0,black,black,gm financial,9525.0,9500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
wbawb33578p134047,2008,BMW,3 Series,328i,Coupe,automatic,ca,28.0,90017.0,blue,brown,remarketing by ge/manheim california,12100.0,13000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
wbanw53508ct34027,2008,BMW,5 Series,550i,Sedan,manual,ca,19.0,115502.0,black,—,financial services remarketing (lease),11650.0,8900.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
wbava37558nl44070,2008,BMW,3 Series,328i,Sedan,automatic,ca,4.0,72847.0,gray,gray,kia of cerritos,10650.0,10500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
wbawc73568e064413,2008,BMW,3 Series,335xi,Coupe,,ca,,105964.0,black,—,trade in solutions irvine,11350.0,11500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
wbavb77598nh78998,2008,BMW,3 Series,335i,Sedan,automatic,ca,39.0,77581.0,silver,black,zeibak auto trading,11750.0,12000.0,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
wbanw135x8cz81382,2008,BMW,5 Series,535i,Sedan,automatic,ca,,95318.0,gray,black,bmw of san diego,12100.0,9600.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
wbavb73578vh25688,2008,BMW,3 Series,335i,Sedan,,ca,,105788.0,white,—,champion chrysler jeep dodge,9250.0,10000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
wbxpc93488wj05650,2008,BMW,X3,3.0si,SUV,automatic,ca,,102221.0,gray,—,honda of serramonte,10500.0,8800.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
wbswd93588py40002,2008,BMW,M3,Base,Coupe,manual,ca,19.0,107410.0,black,black,remarketing by ge/manheim riverside,22900.0,19000.0,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
wbanu53568ct02334,2008,BMW,5 Series,528i,Sedan,automatic,ca,41.0,94593.0,silver,black,bmw of murrieta,10950.0,11250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
wbanu53528ct01312,2008,BMW,5 Series,528i,Sedan,automatic,ca,2.0,96477.0,gray,gray,american car finance inc,10000.0,5800.0,Wed Jan 07 2015 11:00:00 GMT-0800 (PST)
wbahn83598dt81388,2008,BMW,7 Series,750Li,Sedan,automatic,ca,38.0,112412.0,gray,black,bmw of murrieta,12550.0,10900.0,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
wbawb73568p155897,2008,BMW,3 Series,335i,Coupe,manual,ca,26.0,99109.0,gray,red,nextgear capital,11950.0,12900.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
5uxfe43558l003141,2008,BMW,X5,3.0si,SUV,automatic,ca,27.0,64115.0,black,tan,south bay hyundai,17100.0,15750.0,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
wbanw53548ct53745,2008,BMW,5 Series,550i,Sedan,automatic,ca,43.0,36619.0,white,beige,mercedes benz of bakersfield,18100.0,19250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
5uxfe43588l009175,2008,BMW,X5,3.0si,SUV,automatic,ca,41.0,80783.0,gray,silver,san diego sports cars,15850.0,16800.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
wbanw53598ct55099,2008,BMW,5 Series,550i,Sedan,automatic,ca,4.0,81317.0,black,black,bmw of murrieta,14600.0,14500.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
5uxfe83528l166899,2008,BMW,X5,4.8i,SUV,automatic,ca,36.0,71100.0,black,black,ubs wholesale,18100.0,19750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
wbxpc93438wj14207,2008,BMW,X3,3.0si,SUV,automatic,ca,,76167.0,gray,—,honda of serramonte,13000.0,13100.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4usbu33508lw74272,2008,BMW,Z4,3.0i,Convertible,automatic,ca,35.0,106935.0,gray,black,premium auto wholesale,7900.0,9900.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
wbavc53588fz85719,2008,BMW,3 Series,328i,Sedan,automatic,ca,34.0,84752.0,black,black,the car exchange,9900.0,10300.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
wbxpc93418wj20796,2008,BMW,X3,3.0si,SUV,automatic,ca,4.0,61934.0,blue,black,enterprise veh exchange/rental,12700.0,10500.0,Wed Feb 11 2015 04:30:00 GMT-0800 (PST)
5uxfe43518l033723,2008,BMW,X5,3.0si,SUV,automatic,ca,,70790.0,gray,black,mini of san diego,16450.0,15100.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
wbavb735x8vh24910,2008,BMW,3 Series,335i,sedan,,tx,35.0,98826.0,gray,black,bmw of west houston,10200.0,10000.0,Thu Jun 18 2015 03:30:00 GMT-0700 (PDT)
wbaeb53568cx63328,2008,BMW,6 Series,650i,convertible,automatic,ca,36.0,118419.0,black,black,high bid trading co inc,15800.0,14500.0,Wed Jun 17 2015 05:15:00 GMT-0700 (PDT)
wbavb73538ky63579,2008,BMW,3 Series,335i,sedan,automatic,fl,4.0,117915.0,gray,gray,flag/reeves import motorca,8625.0,10000.0,Wed Jun 17 2015 03:05:00 GMT-0700 (PDT)
5uxfe83508lz47842,2008,BMW,X5,4.8i,suv,automatic,tx,43.0,74824.0,gray,black,texas direct auto,16550.0,16600.0,Thu Jun 18 2015 03:30:00 GMT-0700 (PDT)
wbahn83578dt81048,2008,BMW,7 Series,750Li,sedan,automatic,ca,4.0,76618.0,silver,black,mercedes benz of temecula,15750.0,18000.0,Wed Jun 17 2015 05:15:00 GMT-0700 (PDT)
wbanw13548cz72502,2008,BMW,5 Series,535i,sedan,automatic,fl,42.0,104902.0,black,brown,westfall auto sales,9950.0,11700.0,Wed Jun 17 2015 02:30:00 GMT-0700 (PDT)
wbava33518kx88022,2008,BMW,3 Series,328i,sedan,automatic,tn,19.0,158610.0,black,tan,hendersonville auto brokers,4875.0,5400.0,Tue Jun 16 2015 03:30:00 GMT-0700 (PDT)
5uxfe83568l098476,2008,BMW,X5,4.8i,suv,,pa,34.0,47021.0,black,black,park ave motor corp,18600.0,18600.0,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT)
wbanu53558ct07833,2008,BMW,5 Series,528i,sedan,automatic,in,29.0,66534.0,silver,black,professional financial services/louisville,12900.0,7400.0,Thu Jun 18 2015 03:00:00 GMT-0700 (PDT)
wbavb73528ky63489,2008,BMW,3 Series,335i,sedan,automatic,tx,43.0,105932.0,purple,purple,bmw of houston north,9525.0,10100.0,Thu Jun 18 2015 03:30:00 GMT-0700 (PDT)
wbswl93528pl89720,2008,BMW,M3,Base,Convertible,manual,ca,26.0,72917.0,black,black,newport coast auto com,24100.0,26500.0,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
wbswd93528py43106,2008,BMW,M3,Base,Coupe,manual,mo,42.0,43399.0,white,black,fenton auto sales,30200.0,30000.0,Tue Jan 20 2015 03:00:00 GMT-0800 (PST)
wbava37518nl51890,2008,BMW,3 Series,328i,Sedan,automatic,ca,35.0,98060.0,white,black,high bid trading co inc,8875.0,10000.0,Wed Jan 21 2015 04:15:00 GMT-0800 (PST)
wbavd53598a252752,2008,BMW,3 Series,335xi,Sedan,manual,oh,36.0,73496.0,green,black,remarketing by ge/manheim ohio,13400.0,11600.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
5uxfe83518l167722,2008,BMW,X5,4.8i,SUV,automatic,ca,37.0,97581.0,white,black,bmw of riverside,15050.0,16750.0,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
wbaun935x8vf56359,2008,BMW,1 Series,135i,Convertible,automatic,tx,41.0,65161.0,black,gray,music city autoplex llc,14600.0,13500.0,Wed Mar 04 2015 02:20:00 GMT-0800 (PST)
wbawb73518p040284,2008,BMW,3 Series,335i,coupe,automatic,tx,36.0,91061.0,gray,—,bmw of houston north,11600.0,11800.0,Thu Jun 18 2015 03:30:00 GMT-0700 (PDT)
wbanw53588ct48273,2008,BMW,5 Series,550i,sedan,automatic,tx,28.0,105911.0,blue,black,texas direct auto,10950.0,11100.0,Wed Jun 17 2015 03:20:00 GMT-0700 (PDT)
wbanu53568ct02334,2008,BMW,5 Series,528i,Sedan,automatic,ca,42.0,94608.0,silver,black,bmw of murrieta,10100.0,9000.0,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
wbaeb53598cx62545,2008,BMW,6 Series,650i,convertible,,co,19.0,60060.0,blue,black,federal asset remarketing services,25100.0,24200.0,Wed Jun 17 2015 04:30:00 GMT-0700 (PDT)
wbaeb535x8cx60030,2008,BMW,6 Series,650i,Convertible,automatic,ca,39.0,83459.0,blue,tan,symbolic motor cars,20500.0,21000.0,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
wbxpc93408wj09112,2008,BMW,X3,3.0si,SUV,automatic,ca,,79136.0,silver,—,savarani motors,12700.0,12700.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
wbavd53508a285526,2008,BMW,3 Series,335xi,Sedan,automatic,ca,,66585.0,white,white,lexus of san diego,14050.0,15100.0,Wed Dec 17 2014 12:00:00 GMT-0800 (PST)
5uxfe43548l004216,2008,BMW,X5,3.0si,SUV,automatic,ca,,42431.0,blue,black,trade in solutions,18250.0,17800.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
wbanw13598ck93048,2008,BMW,5 Series,535i,Sedan,manual,ca,36.0,72086.0,black,black,jaguar land rover north scottsdale,13950.0,13500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
5uxfe83568l160572,2008,BMW,X5,4.8i,SUV,automatic,ca,38.0,60008.0,gray,black,bmw north scottsdale,18950.0,18500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
wbavc53568fz82172,2008,BMW,3 Series,328i,Sedan,automatic,ca,27.0,95183.0,white,tan,san diego sports cars,9275.0,10500.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
wbahn83558dt80366,2008,BMW,7 Series,750Li,Sedan,automatic,ca,,85839.0,gray,—,garys auto sales inc,15650.0,12000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
wbanw13578cz72557,2008,BMW,5 Series,535i,Sedan,automatic,ca,39.0,65939.0,gray,gray,auto city sales/leasing,14050.0,15500.0,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
5uxfe83588lz98828,2008,BMW,X5,4.8i,SUV,automatic,ca,42.0,109781.0,gray,beige,arrowhead auto group inc,15150.0,15250.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
wbawb73558p157317,2008,BMW,3 Series,335i,Coupe,manual,ca,,126747.0,blue,black,honda world,10100.0,10000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
5uxfe83568lz47263,2008,BMW,X5,4.8i,SUV,automatic,ca,,102962.0,black,—,khalcom motors inc,15250.0,15000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
wbawb33558p133222,2008,BMW,3 Series,328i,Coupe,automatic,ca,35.0,108783.0,black,brown,jpmorgan chase bank n.a.,11500.0,10000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
wbava33598p142522,2008,BMW,3 Series,328i,Sedan,automatic,ca,39.0,102542.0,black,black,high bid trading co inc,8850.0,9250.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
wbawb73598p041683,2008,BMW,3 Series,335i,Coupe,automatic,fl,36.0,99397.0,white,—,coggin deland honda,11850.0,10700.0,Thu Jan 22 2015 01:45:00 GMT-0800 (PST)
wbava37538nl55827,2008,BMW,3 Series,328i,Sedan,automatic,ca,23.0,61503.0,black,black,mckenna audi/mckenna bmw,11200.0,11500.0,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
wbanu53518ct19350,2008,BMW,5 Series,528i,Sedan,automatic,tx,43.0,90333.0,white,tan,tdaf remarketing,10200.0,11500.0,Wed Jan 21 2015 02:15:00 GMT-0800 (PST)
wbahn83588dt78871,2008,BMW,7 Series,750Li,Sedan,automatic,ga,35.0,111229.0,gray,black,global imports,13400.0,11200.0,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
5uxfe83538l161940,2008,BMW,X5,4.8i,SUV,automatic,ca,36.0,39351.0,black,black,high bid trading co inc,20300.0,22500.0,Wed Jan 21 2015 04:15:00 GMT-0800 (PST)
wbsnb93598cx10755,2008,BMW,M5,Base,Sedan,automatic,ca,23.0,71624.0,black,black,mckenna audi/mckenna bmw,24200.0,23800.0,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
wbanw13518cz77267,2008,BMW,5 Series,535i,Sedan,automatic,va,26.0,108393.0,blue,gray,bavarian auto sales llc,9975.0,9500.0,Thu Jan 29 2015 01:35:00 GMT-0800 (PST)
wbanu53508ct00028,2008,BMW,5 Series,528i,Sedan,automatic,ca,47.0,69881.0,gray,gray,newport lexus,11500.0,13700.0,Wed Jan 21 2015 04:15:00 GMT-0800 (PST)
wbavc53508f008297,2008,BMW,3 Series,328i,Sedan,automatic,ca,19.0,64650.0,black,black,high bid trading co inc,11000.0,10900.0,Wed Jan 21 2015 04:15:00 GMT-0800 (PST)
wbavc53548fz87564,2008,BMW,3 Series,328i,Sedan,automatic,ca,19.0,69673.0,silver,black,advance,10700.0,11300.0,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
wbxpc93448wj21649,2008,BMW,X3,3.0si,SUV,automatic,wi,39.0,96769.0,black,black,patrick european llc,10600.0,10200.0,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
wbawb73568p156399,2008,BMW,3 Series,335i,Coupe,manual,wi,25.0,80820.0,black,black,enterprise motorcars inc,13000.0,13800.0,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
wbanw13588cn56775,2008,BMW,5 Series,535i,Sedan,automatic,ca,31.0,108219.0,black,black,san diego sports cars,9500.0,13750.0,Wed Jan 21 2015 04:15:00 GMT-0800 (PST)
5uxfe43538l002294,2008,BMW,X5,3.0si,SUV,automatic,tn,43.0,97969.0,silver,gray,t & s motors,14450.0,15200.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
wbxpc934x8wj21994,2008,BMW,X3,3.0si,SUV,automatic,az,38.0,84944.0,white,beige,chapman corporate wholesale,11750.0,12400.0,Thu Jan 22 2015 03:00:00 GMT-0800 (PST)
5uxfe43518l008918,2008,BMW,X5,3.0si,SUV,automatic,ga,32.0,96496.0,black,gray,carworks inc,14450.0,12800.0,Tue Feb 10 2015 05:00:00 GMT-0800 (PST)
wbanw13538cz78808,2008,BMW,5 Series,535i,Sedan,automatic,tx,39.0,77068.0,—,black,tdaf remarketing,12400.0,11500.0,Wed Jan 21 2015 02:15:00 GMT-0800 (PST)
wbanw53558ct49767,2008,BMW,5 Series,550i,Sedan,automatic,mo,37.0,73151.0,white,tan,wholesale inc # 2,16350.0,16400.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
wbawl73558px58983,2008,BMW,3 Series,335i,Convertible,,pa,41.0,65263.0,white,beige,r hollenshead auto sales inc,15500.0,16000.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
wbavc535x8fz85091,2008,BMW,3 Series,328i,Sedan,automatic,ca,29.0,84784.0,gold,beige,san diego sports cars,9725.0,10100.0,Wed Jan 21 2015 04:15:00 GMT-0800 (PST)
wbavc53568fz86612,2008,BMW,3 Series,328i,Sedan,automatic,ca,37.0,41714.0,black,black,chaser inc,12400.0,14200.0,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
5uxfe83578l167207,2008,BMW,X5,4.8i,SUV,automatic,ca,29.0,139174.0,silver,silver,millennium cars,10250.0,11250.0,Wed Jan 28 2015 04:15:00 GMT-0800 (PST)
wbanv93588cz67093,2008,BMW,5 Series,535xi,Sedan,automatic,pa,27.0,72607.0,black,black,bmw of manhattan inc,12900.0,12000.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
wbxpc93448wj22445,2008,BMW,X3,3.0si,SUV,automatic,ca,42.0,77683.0,gray,gray,hoehn motors inc,12250.0,13250.0,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
wbanv935x8cz64180,2008,BMW,5 Series,535xi,sedan,,nj,28.0,138963.0,black,beige,bmw of mount laurel,5450.0,6900.0,Wed Jun 17 2015 02:30:00 GMT-0700 (PDT)
wbawc73558e064175,2008,BMW,3 Series,335xi,coupe,automatic,ca,37.0,51812.0,blue,beige,prestige auto wholesale inc,16200.0,15800.0,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT)
wbxpc93458wj12426,2008,BMW,X3,3.0si,suv,automatic,nj,29.0,93843.0,black,tan,paramus ford inc,10750.0,10800.0,Wed Jun 17 2015 02:30:00 GMT-0700 (PDT)
wbawc73508e065492,2008,BMW,3 Series,335xi,coupe,automatic,nj,43.0,40810.0,blue,brown,bmw of mount laurel,17150.0,17700.0,Wed Jun 17 2015 02:30:00 GMT-0700 (PDT)
wbxpc93448wj21263,2008,BMW,X3,3.0si,suv,automatic,ma,26.0,90699.0,black,black,bmw gallery,11000.0,10000.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
wbanw53578ct51634,2008,BMW,5 Series,550i,sedan,automatic,ca,34.0,124574.0,blue,black,stg auto group,9575.0,9750.0,Wed Jun 17 2015 05:00:00 GMT-0700 (PDT)
wbanu53528ct08499,2008,BMW,5 Series,528i,sedan,automatic,ca,35.0,93811.0,gray,black,bmw of murrieta,10750.0,10000.0,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT)
wbawl73568px55557,2008,BMW,3 Series,335i,convertible,automatic,fl,35.0,58201.0,blue,beige,germain bmw of naples,17950.0,18200.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
wbava37588nl49053,2008,BMW,3 Series,328i,sedan,automatic,fl,35.0,72717.0,green,beige,flag/landrover southpointe,10200.0,10200.0,Wed Jun 17 2015 03:05:00 GMT-0700 (PDT)
wbanu53578ct12743,2008,BMW,5 Series,528i,sedan,automatic,ca,34.0,69536.0,gray,black,california auto exchange,12800.0,12900.0,Wed Jun 17 2015 05:30:00 GMT-0700 (PDT)
wbaup73598vf08446,2008,BMW,1 Series,128i,coupe,automatic,fl,46.0,33988.0,red,black,germain bmw of naples,12800.0,12900.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
wbanu535x8ct15734,2008,BMW,5 Series,528i,sedan,automatic,sc,25.0,83138.0,black,tan,charleston automotive company,11650.0,10300.0,Tue Jun 16 2015 03:00:00 GMT-0700 (PDT)
wbxpc934x8wj23941,2008,BMW,X3,3.0si,suv,automatic,fl,35.0,71733.0,black,beige,flag/capital eurocars inc,12500.0,12400.0,Wed Jun 17 2015 03:05:00 GMT-0700 (PDT)
wbanw53538ct49587,2008,BMW,5 Series,550i,sedan,automatic,ca,21.0,98151.0,blue,black,apexcars net,12150.0,11000.0,Wed Jun 17 2015 05:30:00 GMT-0700 (PDT)
wbanw13598cz78487,2008,BMW,5 Series,535i,sedan,automatic,ga,2.0,87971.0,white,tan,nalley lexus smyrna,11100.0,11700.0,Thu Jun 18 2015 03:00:00 GMT-0700 (PDT)
wbanw13538cz81160,2008,BMW,5 Series,535i,sedan,automatic,tx,21.0,91837.0,gray,gray,tdaf remarketing,10900.0,6200.0,Tue Jun 16 2015 04:00:00 GMT-0700 (PDT)
wbava335x8k054155,2008,BMW,3 Series,328i,sedan,automatic,tx,36.0,77714.0,white,tan,texas direct auto,9900.0,9500.0,Wed Jun 17 2015 03:20:00 GMT-0700 (PDT)
wbanw53598ct52316,2008,BMW,5 Series,550i,sedan,automatic,md,31.0,111385.0,white,gray,darcars toyota,10400.0,14200.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
